Timestamp,Machine_ID,Sensor_ID,Reading
2023-01-01 00:00:00,Machine_1,Sensor_1,109.93428306022466
2023-01-01 00:00:00,Machine_1,Sensor_2,97.2347139765763
2023-01-01 00:00:00,Machine_1,Sensor_3,112.95377076201385
2023-01-01 00:00:00,Machine_2,Sensor_1,130.46059712816052
2023-01-01 00:00:00,Machine_2,Sensor_2,95.31693250553327
2023-01-01 00:00:00,Machine_2,Sensor_3,95.3172608610164
2023-01-01 00:00:00,Machine_3,Sensor_1,131.58425631014782
2023-01-01 00:00:00,Machine_3,Sensor_2,115.34869458305818
2023-01-01 00:00:00,Machine_3,Sensor_3,90.61051228130096
2023-01-01 00:00:00,Machine_4,Sensor_1,110.8512008717193
2023-01-01 00:00:00,Machine_4,Sensor_2,90.73164614375077
2023-01-01 00:00:00,Machine_4,Sensor_3,90.68540492859486
2023-01-01 00:00:00,Machine_5,Sensor_1,104.83924543132068
2023-01-01 00:00:00,Machine_5,Sensor_2,61.73439510684404
2023-01-01 00:00:00,Machine_5,Sensor_3,65.50164334973934
2023-01-01 01:00:00,Machine_1,Sensor_1,88.75424941518054
2023-01-01 01:00:00,Machine_1,Sensor_2,79.74337759331152
2023-01-01 01:00:00,Machine_1,Sensor_3,106.28494665190549
2023-01-01 01:00:00,Machine_2,Sensor_1,81.83951848957578
2023-01-01 01:00:00,Machine_2,Sensor_2,71.75392597329417
2023-01-01 01:00:00,Machine_2,Sensor_3,129.31297537843108
2023-01-01 01:00:00,Machine_3,Sensor_1,95.4844739902693
2023-01-01 01:00:00,Machine_3,Sensor_2,101.35056409375848
2023-01-01 01:00:00,Machine_3,Sensor_3,71.50503627573087
2023-01-01 01:00:00,Machine_4,Sensor_1,89.11234550949635
2023-01-01 01:00:00,Machine_4,Sensor_2,102.21845179419732
2023-01-01 01:00:00,Machine_4,Sensor_3,76.98012845155395
2023-01-01 01:00:00,Machine_5,Sensor_1,107.51396036691344
2023-01-01 01:00:00,Machine_5,Sensor_2,87.9872262016239
2023-01-01 01:00:00,Machine_5,Sensor_3,94.16612500413449
2023-01-01 02:00:00,Machine_1,Sensor_1,87.96586775541206
2023-01-01 02:00:00,Machine_1,Sensor_2,137.04556369017877
2023-01-01 02:00:00,Machine_1,Sensor_3,99.73005550524132
2023-01-01 02:00:00,Machine_2,Sensor_1,78.84578142088199
2023-01-01 02:00:00,Machine_2,Sensor_2,116.45089824206376
2023-01-01 02:00:00,Machine_2,Sensor_3,75.58312700057955
2023-01-01 02:00:00,Machine_3,Sensor_1,104.1772719000951
2023-01-01 02:00:00,Machine_3,Sensor_2,60.80659752240449
2023-01-01 02:00:00,Machine_3,Sensor_3,73.43627902203139
2023-01-01 02:00:00,Machine_4,Sensor_1,103.93722471738246
2023-01-01 02:00:00,Machine_4,Sensor_2,114.7693315999082
2023-01-01 02:00:00,Machine_4,Sensor_3,103.4273656237994
